GenConBlf,VacConBlf,InfoPros_Analytic,InfoPros_Experiential,Aff_MMR,Aff_Cov,RskMsl,RskCov,RskMmrVac,RskCovVac,BnfMmrVac,BnfCovVac,VacIntMMR,VacIntCOV_Child,VacIntCOV_Self,HstMMR_inconfidence,HstMMR_risk,HstCov_risk,HstCov_inconfidence,AttdMMRVac,AttdMeasles,AttdCovVac,AttdCov19,SbjNrmMMR,BhvCtrlMMR,SbjNrmCov,BhvCtrlCov,Condition,Fact_others,Narrative_others,Hybrid_others,CaseNum,Progress,Duration__in_seconds_,Gender,Gender_5_TEXT,Ethnicity,Race,Race_7_TEXT,Religion,Religion_8_TEXT,PolIdeo,SlfPolIdeo,SlfPolIdeo_4_TEXT,age,marital,ChildNum,ChildNum_6_TEXT,ChildGen,ChildGen_1_TEXT,ChildGen_2_TEXT,ChildGen_3_TEXT,Income,Edu,Employ,States,Random_ID
4.8,5,6.6,2.2,4,1,2,2,1,1, ,2,3.5,2.5,2,2.333333333,4.5,5,2.857142857,2.166666667,2,1,1.8,2,4,2,3.5,Narrative,0,1,0,367,100,1394,Female, ,NOT Hispanic or Latino or Spanish origin,Native Hawaiian or Pacific Islander, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,5, ,Male,5, , ,"More than $150,000","Professional degree (e.g., MD, DDS, DVM)",Employed full time (40 or more hours per week), ,92353
4.066666667,4.428571429,5.8,3,4,4,3,4,3,3,4,3,4,4.5,4.5,1.285714286,3.5,4,1.571428571,2.666666667,3.6,3,4,4.5,4.5,4.5,4.5,Hybrid,0,0,1,368,100,1410,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Very liberal,Democrats, ,21-30 years old,Married,2, ,Male,2, , ,"$10,000 - $19,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Indiana,38407
3.333333333,3.857142857,5.2,5.4,2,2,4,4,4,3,2,3,2,3,2,3,4,3,2.571428571,3,3.4,2.666666667,3.2,3.5,3,3.5,3,Hybrid,0,0,1,369,100,1414,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Female, ,1, ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),California,40319
3.666666667,3.714285714,5.8,5.6,4,3,2,2,1,3,4,4,3.5,3,4.5,2.285714286,3.5,4.5,2.142857143,3.166666667,3.6,2.666666667,3.4,4,4.5,3.5,3.5,Fact,1,0,0,370,100,1421,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,21-30 years old,Married,1, ,Male,2, , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Ohio,70814
4.4,4.285714286,5.2,5,4,2,4,3,2,4,4,1,4.5,3.5,2.5,1.571428571,3.5,4.5,3.571428571,2.333333333,4.6,2.333333333,4.4,4,4,4,4.5,Hybrid,0,0,1,371,100,1422,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Very liberal,Independents, ,21-30 years old,Married,2, ,Male,2, , ,"$30,000 - $39,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Virginia,81951
3.333333333,3.285714286,4.4,4.6,4,3,3,3,4,4,1,1,1,1.5,1,4.428571429,2.5,3.5,4.285714286,3,3.6,2.5,3.4,2,3,2.5,3.5,Control,0,0,0,373,100,1426,Male, ,Hispanic or Latino or Spanish origin,Black or African American, ,Islam, ,Conservative,Democrats, ,21-30 years old,Divorced,1, ,Male,1, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,45274
3.666666667,3.857142857,5.8,5.6,4,2,4,4,4,4,4,5,3,3.5,3.5,3.142857143,4.5,3.5,1.857142857,2.166666667,3.4,2.166666667,3,4,3.5,4,4,Hybrid,0,0,1,372,100,1426,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),South Carolina,6883
3.8,3.571428571,5.8,3,2,1,3,4,3,4,3,1,2,1,1,2.428571429,4,4.5,4.714285714,2.833333333,3.4,2,4,1.5,4.5,1,3,Narrative,0,1,0,374,100,1430,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Other:,Spiritual,Liberal,Democrats, ,21-30 years old,Partnered,3, ,Male,2, , ,"$100,000 - $149,999","Some college, no degree",Self-employed,Georgia,29459
3.8,4.285714286,4.8,2.8,2,1,3,2,3,4,2,1,2,1,1,4.142857143,3,4,3.857142857,2.833333333,2.8,2.166666667,2.2,4,3.5,1.5,2.5,Hybrid,0,0,1,376,100,1435,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Independents, ,21-30 years old,Married,1, ,Female, ,1, ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Idaho,61497
3.2,4.571428571,4.8,3.2,1,1,2,2,4,4,2,2,2,2,2,3.714285714,4,3,4.857142857,2,1,2.333333333,2.8,3.5,4,4,3,Fact,1,0,0,375,100,1435,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Female, ,1, ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Unemployed and currently looking for work,Indiana,30906
3.666666667,5,4.6,3.4,1,1,1,4,4,4,2,2,1,1,1,4.285714286,4,4,4.428571429,2,2.6,1.833333333,4,5,3,2.5,3,Control,0,0,0,377,100,1439,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Very liberal,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$50,000 - $59,999","Associate degree (e.g. AA, AS)",Homemaker,Iowa,78570
2.866666667,3,5,3,4,4,3,4,1,2,4,5,4,3.5,3.5,1.857142857,2.5,3,2,3.333333333,3.8,3.833333333,4.6,4,4.5,4,3.5,Narrative,0,1,0,378,100,1453,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Partnered,1, ,Male,1, , ,"$80,000 - $89,999","Some college, no degree",Employed full time (40 or more hours per week),California,44652
2.8,2.714285714,5,2.8,4,4,3,4,1,2,4,3,5,4,4,1.714285714,2,3,2.142857143,3.833333333,3.6,3.333333333,4,4,4,3.5,3.5,Fact,1,0,0,379,100,1454,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,2, ,Male,1, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,76170
2.933333333,2.285714286,5,2.8,4,3,4,4,2,3,4,3,4,2.5,3.5,2,2.5,3.5,2.857142857,3,3.8,3.166666667,3.2,4,4,3.5,3.5,Hybrid,0,0,1,380,100,1473,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,41-50 years old,Married,2, ,Male,2, , ,"More than $150,000","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Washington,93974
4.266666667,4,6.4,1.8,2,2,4,3,3,4,2,1,2,2,2.5,3.714285714,3.5,3,3.428571429,2.333333333,4.4,2.333333333,3.2,2,4.5,2,4.5,Hybrid,0,0,1,381,100,1484,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,2, ,Male,2, , ,"$40,000 - $49,999","Some college, no degree",Employed full time (40 or more hours per week),Arizona,26794
2.733333333,3.714285714,5,5,4,4,3,3,2,3,4,4,4,3,2.5,2.142857143,3.5,4,2.285714286,2.833333333,3,3.333333333,3.2,3.5,4,3.5,4,Narrative,0,1,0,382,100,1500,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$100,000 - $149,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Alabama,58536
4.533333333,4,6.2,2,4,4,4,3,1,2,5,2,3,2,2.5,1.142857143,4,4,3.428571429,3.833333333,4.6,2.666666667,4.2,5,5,3,3,Fact,1,0,0,383,100,1523,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Very liberal,Independents, ,21-30 years old,Married,1, ,Male,One, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Illinois,30843
4.266666667,4,6.2,5.2,4,5,4,4,3,4,5,4,3.5,4.5,4.5,4.142857143,1.5,3.5,3.142857143,3.666666667,1.8,2.333333333,3.8,3.5,3.5,2.5,2.5,Hybrid,0,0,1,384,100,1527,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,55273
3.2,3.714285714,5.2,4,3,2,3,4,3,2,1,2,1.5,4,4,1.428571429,3.5,4,1.428571429,3.833333333,4.2,4,4.6,4.5,4.5,4,4.5,Control,0,0,0,385,100,1527,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Male, , , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Self-employed,California,22835
3.4,3,5.2,4,3,3,3,2,2,3,3,2,3.5,2.5,3.5,3,3.5,3,3.428571429,3.166666667,3,3,2.8,3.5,3.5,3,3,Narrative,0,1,0,386,100,1528,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Male,1, , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,70349
3.4,3.857142857,6.2,4,4,4,4,4,3,3,4,3,3.5,3.5,3.5,1.714285714,3,3.5,2.857142857,3.5,4.2,3.333333333,4.4,4,4.5,3,4,Control,0,0,0,387,100,1532,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Married,3, ,Male,3, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,53225
2.666666667,3.428571429,5.6,1.6,4,3,4,4,2,3,4,2,3.5,2.5,3.5,2.428571429,3.5,3,2.857142857,3.333333333,4.2,2.5,4.8,4,4.5,3,3.5,Hybrid,0,0,1,388,100,1580,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Female, , , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,66934
3.8,4.571428571,6.2,3.2,4,5,4,4,4,4,3,4,4,4,4.5,1.285714286,4,4.5,1.142857143,2.5,3.2,3.333333333,3,4,5,4.5,5,Fact,1,0,0,389,100,1588,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Independents, ,31-40 years old,Married,1, ,Male, , , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Self-employed,South Carolina,74494
3.066666667,3.285714286,4,3.2,3,4,4,4,1,2,4,3,4,3.5,3.5,2.285714286,4,3,2.285714286,3.666666667,3.6,3.333333333,3.2,3,3,3,4,Hybrid,0,0,1,390,100,1598,Female, ,Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Independents, ,31-40 years old,Married,2, ,Male,2, , ,"$20,000 - $29,999","Some college, no degree",Self-employed,Mississippi,58883
2.533333333,3.285714286,3.8,1,4,4,4,4,1,1,4,3,4,4.5,4,1.142857143,2,2,1.285714286,4.5,4.2,4.333333333,4,4.5,5,5,5,Control,0,0,0,391,100,1610,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Male,1, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,87650
3.333333333,4.428571429,5.8,2.4,2,4,4,2,4,1,2,3,3,4.5,3,2.714285714,5,4.5,1.857142857,3.166666667,4.4,2,3.2,4.5,4.5,3.5,2,Hybrid,0,0,1,392,100,1617,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Illinois,55070
3.466666667,4,6.6,2.6,4,2,3,2,2, ,5,3,4.5,3,3,1.571428571,4,4,2.571428571,3,4.6,3,4.4,5,4.5,2,4,Hybrid,0,0,1,393,100,1642,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Islam, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Female, ,1, ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Oregon,2319
3.533333333,3.285714286,5,2.6,4,4,2,3,2,2,3,3,4,4,4,2.142857143,3,3.5,2.142857143,3.333333333,3.6,3.833333333,3.6,4,4,3.5,4,Hybrid,0,0,1,395,100,1644,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Republicans, ,31-40 years old,Married,1, ,Female, ,1, ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,59014
3.8,4.285714286,6,1.4,4,5,4,4,2,2,4,5,4.5,5,5,1.428571429,2.5,2.5,1.428571429,4,4,4.166666667,4.6,4.5,4,4.5,4.5,Fact,1,0,0,394,100,1644,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,51-60 years old,Married,1, ,Female, ,1, ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,14887
3.4,2,6.4,1,5,4,4,4,1,2,5,5,5,4,5,1.142857143,1.5,1.5,1.571428571,4.333333333,4.4,3.833333333,4.8,5,5,4,4.5,Fact,1,0,0,396,100,1669,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Independents, ,31-40 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),New Jersey,34600
3.2,4,6,4,4,4,2,2,3,3,2,2,2.5,2.5,5,3.285714286,4,3.5,3.142857143,2.5,3.8,2.666666667,3.6,2.5,3,4,4,Narrative,0,1,0,397,99,1691,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Hinduism, ,Conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$70,000 - $79,999","Professional degree (e.g., MD, DDS, DVM)",Self-employed,California,93891
1.133333333,4.714285714,3.4,2.2,1,1,3,4,4,4,2,2,1,1,1,4.285714286,3,3,3.857142857,3.166666667,2.8,2.333333333,4,3,3,1,3,Hybrid,0,0,1,398,100,1698,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Buddism, ,Conservative,Republicans, ,31-40 years old,Married,5, ,Male,3, , ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),North Carolina,24642
4.066666667,4.714285714,5.8,3,3,3,4,4,2,2,3,3,2.5,3,2,2.857142857,3.5,4,3,3,4,2.666666667,4.6,3,3,2.5,3.5,Hybrid,0,0,1,399,100,1709,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Other:,SPIRITUAL,Liberal,Democrats, ,21-30 years old,Divorced,1, ,Male,2 1/2, , ,"$20,000 - $29,999","Associate degree (e.g. AA, AS)",Employed part time (up to 30 hours per week),Oklahoma,45928
3.6,4.285714286,5.4,5.2,3,4,4,4,4,4,5,5,4,4.5,4.5,1.428571429,4.5,3.5,1.714285714,2.5,3.4,2.666666667,3,4,4,4.5,4.5,Narrative,0,1,0,400,100,1733,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,21-30 years old,Married,1, ,Male, , , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),New York,41150
4.2,5,5.6,2,1,1,2,1,4,4,2,1,1,1,1,5,5,5,5,2.333333333,3.4,1.666666667,2.4,2,3,2,3,Narrative,0,1,0,401,100,1735,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very liberal,Independents, ,31-40 years old,Married,3, ,Female, ,2, ,"$30,000 - $39,999","Associate degree (e.g. AA, AS)",Homemaker,Washington,70335
3.933333333,3.857142857,5.8,4.4,4,3,4,3,4,3,4,3,3.5,3.5,3.5,2.142857143,4.5,3.5,2.428571429,2.833333333,3.4,2.666666667,3.4,4,5,3.5,4.5,Narrative,0,1,0,402,90,1738, , , , , , , , , , , , , , , , , , , , , , ,48604
3.6,3.428571429,5.6,2.4,4,2,3,4,2,3,3,2,4,2,2.5,2.142857143,3.5,4,2.571428571,3,3.2,3.5,4.2,4,4,2,3.5,Control,0,0,0,403,100,1741,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Male,1, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Indiana,8968
3.6,4.571428571,6.8,3.6,2,1,2,4,3,4,2,2,2.5,3.5,3,3.571428571,2.5,2,3.285714286,3.166666667,3.8,2.666666667,3.4,2,1.5,4,3.5,Fact,1,0,0,404,100,1757,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Conservative,Democrats, ,21-30 years old,Married,Other:,2,Female, ,5, ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Self-employed,Texas,58685
3.444444444,4.142857143,5.6,5.4,3,4,4,3,4,4,4,5,4.5,4,4,1.714285714,4.5,3.5,1.571428571,2.5,3.8,2.333333333,3.8,3.5,5,4,4,Hybrid,0,0,1,405,100,1768,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,21-30 years old,Married,1, ,Male, , , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),New York,40721
3.666666667,3.428571429,5,3.4,4,4,3,4,2,3,4,3,4.5,4.5,4.5,1.571428571,3.5,4,1.571428571,3.833333333,4,3.166666667,4.2,4.5,5,4,4,Hybrid,0,0,1,406,100,1768,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,1, ,Male, , , ,"$40,000 - $49,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Indiana,86571
4.6,4.714285714,5.8,2,4,2,4,4,3,4,4,2,4,2,2,2.285714286,3,3,3.142857143,3.2,4.6,2.833333333,4.8,4,4,3.5,3.5,Hybrid,0,0,1,407,100,1787,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"More than $150,000","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,47499
4.066666667,4.285714286,5.4,4.6,4,4,4,4,4,4,3,3,2.5,4,3.5,2.285714286,5,4,2.571428571,3,4,2.833333333,4.2,2,3,2.5,2,Narrative,0,1,0,408,100,1793,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,31-40 years old,Married,3, ,Female, ,2, ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Nebraska,80271
3.8,3.571428571,4.8,2.8,4,2,2,4,1,4,5,2,3,3,2.5,1.428571429,3.5,4,3.285714286,2.833333333,3,2.666666667,3.4,3,4.5,4,3,Narrative,0,1,0,409,100,1795,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Indiana,42629
2.266666667,2.857142857,5.4,2.6,4,4,3,3,3,3,4,4, , , , , , , , , , , , , , , ,Fact,1,0,0,410,50,1798, , , , , , , , , , , , , , , , , , , , , , ,93442
3.733333333,4.285714286,7,1.2,2,2,4,3,4,3,1,2,1,3,3,4.142857143,4.5,3.5,2.857142857,2.333333333,2.8,3.833333333,2.8,3,3.5,4,4.5,Control,0,0,0,411,100,1800,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,2, ,Male,2, , ,"More than $150,000","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Pennsylvania,21364
2.4,3.571428571,5.4,2.8,4,4,3,4,2,3,3,3,4,3,3,2.142857143,3,5,3.142857143,2.666666667,3.2,2.666666667,3.6,2.5,3.5,2.5,3.5,Hybrid,0,0,1,412,100,1829,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Liberal,Republicans, ,21-30 years old,Married,2, ,Male,2, , ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Oregon,97281
3.4,3.285714286,3.6,2.4,5,2,4,4,1,3,4,3,3,3,3.5,1.142857143,1.5,4,4,4.5,3.8,2.833333333,3.8,5,5,4,3,Narrative,0,1,0,413,100,1834,Male, ,Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Partnered,1, ,Male, , , ,"$50,000 - $59,999","Some college, no degree",Unemployed and currently looking for work,New Jersey,38371
3.333333333,3.857142857,6.6,2.8,5,3,3,4,2,4,4,4,3.5,3.5,3,1.142857143,3.5,3.5,2,4.166666667,3.8,3,4.2,4,3.5,3.5,4.5,Narrative,0,1,0,414,100,1861,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Very liberal,Independents, ,41-50 years old,Married,2, ,Other, , ,One Male and One Female,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Self-employed,Ohio,1100
1.666666667,1,7,1,3,4,4,4,2,3,3,3,4,4,4,2,4,4,1.428571429,3.5,3,3.5,4.8,5,4.5,4.5,4.5,Fact,1,0,0,415,100,1873,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Very liberal,Democrats, ,31-40 years old,Divorced,1, ,Female, , , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Texas,15994
4.266666667,4.285714286,6.2,2.2,5,4,4,4,2,2,4,4,5,5,4,1.142857143,3,2,1.142857143,3.666666667,3.4,4.333333333,4,5,4.5,4.5,5,Hybrid,0,0,1,416,100,1884,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Conservative,Independents, ,31-40 years old,Married,2, ,Male, , , ,"Less than $10,000","Master's degree (e.g., MA, MS, MEd)",Self-employed,Wisconsin,11910
3.333333333,4.142857143,5.6,4.4,2,2,4,3,3,4,4,4,4,4,3.5,3.142857143,2.5,2,3.714285714,3.166666667,2.4,3,3.2,4,4,2,2,Control,0,0,0,417,100,1888,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Male, , , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Self-employed,Florida,81132
2.2,4,6,3.6,4,5,2,3,2,2,3,3,4,3.5,3.5,2.428571429,4,3.5,2.285714286,2.666666667,3.4,2.666666667,3.2,3.5,3.5,3.5,3.5,Hybrid,0,0,1,418,100,1926,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,2, ,Female, ,2, ,"$90,000 - $99,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Ohio,93190
3.8,4.142857143,6.6,3.8,4,5,4,4,4,3,5,5,5,5,4,1.428571429,3.5,3.5,1.571428571,2.666666667,3.8,2.833333333,4.2,4,4,4.5,4.5,Fact,1,0,0,419,100,1995,Female, ,Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Female, ,1, ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Self-employed,California,70050
4.8,5,6.6,1,2,1,3,4,4,4,2,2,2.5,1,1,2.857142857,5,5,3.714285714,2.166666667,3.8,2.166666667,4,3,2.5,2.5,2.5,Narrative,0,1,0,420,100,2007,Female, ,Hispanic or Latino or Spanish origin,Other:,MIXED RACE,Catholicism/Christianity, ,Very liberal,Democrats, ,31-40 years old,Married,3, ,Female, ,TWO, ,"$40,000 - $49,999","Associate degree (e.g. AA, AS)",Employed full time (40 or more hours per week),Florida,13173
4.866666667,5,6.6,2,1,1,4,1,3,4,3,1,2,1,1,4.142857143,4.5,5,5,2.333333333,1.6,1.666666667,1.6,4.5,3,5,3,Narrative,0,1,0,421,100,2019,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,31-40 years old,Married,1, ,Male, , , ,"$70,000 - $79,999","Some college, no degree",Self-employed,Massachusetts,2244
3.6,3.714285714,5.2,3,3,3,3,3,3,3,2,2,2,2,2.5,3.857142857,3.5,4,2.857142857,2.666666667,3.4,2.833333333,3.4,2.5,2.5,3,3,Narrative,0,1,0,422,100,2034,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Male, , , ,"$60,000 - $69,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Alabama,22817
4.733333333,4.285714286,6.4,2.8,2,1,2,4,4,3,4,5,3,2,2,3,4,4,4,2.833333333,4.2,1.666666667,4.2,3.5,4,1,3,Control,0,0,0,423,100,2045,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Self-employed,Florida,90912
3.4,4,6.4,1,3,2,4,4,3,3,2,2,3.5,1,4,2.571428571,4,3,2.285714286,3.666666667,2.6,4,4,2.5,3,5,4,Control,0,0,0,424,100,2065,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,1, , , , , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),California,59099
